rank,Gene ID,Gene Symbol,Specie,Score,--->,Publication ID (ordered by date)
1,268,AMH,Homo sapiens,241.4104081077,--->,29605710,29595066,29202959,29176793,29117576,29079276,28987789,28938480,28874516,28660501,28505284,28004236,27899014,27842995,27832628,27819112,27664518,27499425,27166718,27125339,26961579,26948535,26828745,26761944,26753790,26732661,26718304,26633196,26631403,26549157,26384163,26238387,26230428,26156856,26024525,26003269,25796318,25790842,25772768,25750103,25558667,25500128,25467043,25337276,25329139,25322464,25241372,25222840,25040369,25036408,25012254,24951363,24898132,24746743,24666685,24661732,24593938,24576226,24312319,24219729,24210790,24182412,24083876,23968732,23928669,23876536,23690308,23664458,23608780,23554429,23553200,23544102,23541317,23533225,23509105,23461296,23452339,23433830,23433069,23419927,23408576,23394782,23390860,23371438,23368705,23051961,23044647,23002694,22984527,22771030,22693172,22674205,22673409,22442264,22429116,22420235,22355044,22244782,22154766,21882017,21784736,21724534,21719005,21514928,21514585,21481373,21341396,21315336,21300348,21177311,21114374,20864412,20809108,20801125,20797901,20734064,20719830,20236105,20207725,20150576,20064870,20060112,19940443,19539911,19424576,19361798,19345350,19342396,19217095,18930217,18930199,18854109,18784351,18697861,18593767,18555223,18381582,18321493,18291376,18249372,18230658,18191888,17636279,17628551,17624337,17559842,17543956,17488788,17485437,17425826,17337470,17335955,16368745,16213847,16159935,16030171,15217995,14750901,14742691,14715867,14671316,14671196,12834017,12571168,12477536,12456604,11420127,1750488,
2,2492,FSHR,Homo sapiens,122.38594727715,--->,29952426,29626103,29526845,29157895,29133260,29036809,28547204,28534997,28397217,28282971,28188844,27502035,27224263,26911863,26905078,26404793,25837360,25721191,25649397,25581598,25403644,25218548,25179311,25132286,25100706,24670307,24390680,24167601,23660593,23614677,23536150,23504007,23394253,23380184,23118426,23042261,22985950,22915343,22885925,22513137,22429116,22265040,22207559,21792664,21752882,21680247,21658000,21546300,21474127,21285318,21269619,21151128,20843821,20734064,20716560,20514429,20399696,20184506,19539911,19403562,19401323,19400992,19387820,19342032,19172541,19031050,18697861,18603647,18159088,17603635,17544358,17296182,17288166,17259794,17169182,16871362,16758348,16168216,15970792,15890674,15625767,15249125,15196694,12960054,12930927,12915623,12403847,12398222,12356937,12095499,11994539,11383926,9769327,9408742,9100567,8855829,8747461,7926278,1709010,1322283,1301382,
3,2661,GDF9,Homo sapiens,85.119382224516,--->,29544636,27035733,26254468,25954833,25253739,25172094,25155366,25139161,24430093,24413384,23851219,23650403,23567549,23523567,23382188,22825968,21970812,21829661,21669410,21632818,21496799,21226076,20734064,20705511,20660033,20451184,20427239,20236105,19931079,19846738,19505950,19423755,19376510,19366876,19111296,18854109,18162287,18063682,18006624,16603567,14970198,12574210,12446716,12135884,12050262,11889206,11788667,11604237,11376106,11056243,10443672,10067849,9564873,8849725,8429021,7760846,
4,668,FOXL2,Homo sapiens,84.030679585962,--->,28660501,28594898,28319575,28272677,27830327,27813081,27798098,27604691,27414805,26598979,26200099,26100530,26033501,25884336,25581731,25369636,24689977,24620032,24416423,24390485,24342437,24257635,24240106,24192202,24138090,23774170,23567549,23523567,23516377,23348906,23044875,22926839,22797072,22544055,22200085,22164424,21862621,21763750,21623383,21378549,21289058,21188138,21051974,20734064,20693978,20459545,20407010,20209145,20207836,20198651,19917504,19797124,19744555,19706741,19516027,19010791,18721930,18635577,18158309,16720712,16153597,16131596,15181179,12938087,12471206,11910558,11175783,
5,9210,BMP15,Homo sapiens,72.617566083927,--->,29544636,28983616,28359091,28094433,27070094,26254468,25954833,25721374,25246117,25172094,25155366,25139161,24980253,24413384,24140593,23782946,22825968,22382392,22356426,22294741,22014425,21669410,21632818,21565556,21496799,21226076,20937357,20734064,20236105,19651638,19635612,19376510,19346101,18980767,18308851,18006624,17905236,15136966,14970198,12446716,12419820,11741284,10998422,10888873,10443672,9849956,
6,1588,CYP19A1,Homo sapiens,62.717549107228,--->,29564739,29050673,28660501,27965096,27224263,27167072,27086564,26631403,26394174,26199450,26166720,25773531,25374239,24855493,24582702,24556528,24285681,24157654,23747729,23661022,23660593,23461365,23122578,22915343,22889864,22578533,22508516,22217837,22130322,22089263,21972004,21807013,21282199,21269619,21188138,20797716,20734064,20716560,20655525,20588246,20546829,20200332,20064870,20015405,19570444,19500729,19445691,19324338,19137777,18614276,18505907,18467089,18159088,18048499,17953943,17662285,17517397,16895991,16798289,16498363,16473000,16303757,16146740,16109840,15802318,15748828,15695318,15688015,15083381,15083377,15083376,14973387,14580722,12639945,12517592,12489562,12428207,12053085,11850225,11850224,11850203,11232039,9177373,8530621,8265607,8143890,1724289,1472013,
7,3973,LHCGR,Homo sapiens,51.772743322681,--->,29544643,28188844,27502035,27061682,26679164,26662070,25649397,25565299,24874553,24747085,24592983,24527662,24014605,23990106,23779096,23433069,23118426,23071612,22902918,22885925,22659248,22546001,22356187,22355044,22260850,22207559,21575145,21151128,21147848,20734064,20716560,20570710,19403562,19394610,19246536,18313839,17548147,16332935,15890674,15169923,12816543,12444891,11867621,9858858,9514160,9435458,8747461,8559204,3470775,1922095,1651314,
8,3643,INSR,Homo sapiens,36.398097123359,--->,27098445,26721804,25622255,24568043,23697264,23386514,22885925,21869538,21645371,21602145,21300347,21082232,20734064,20493471,20200332,19950604,19926323,19387820,19211708,18249389,17658524,17620296,17374711,16806206,16510536,15938783,15498182,15240646,15031295,12970295,12538626,12477518,12107746,11781100,11726652,11232039,9748281,9092546,8639568,8463287,8440175,8419945,8314008,8288049,7926007,7806540,7613486,7512963,7479769,3518947,3101064,2842060,2544998,2460770,2168397,2033070,1963473,1730625,1563582,
9,269,AMHR2,Homo sapiens,32.278292591331,--->,28938480,27832628,27664518,27109000,26933946,26753790,26633196,25790842,23969185,23544102,23321213,22962306,20864412,20734064,20362961,20236105,19424576,18697861,18230658,17636279,17337470,14750901,12834017,12477536,11420127,
10,1583,CYP11A1,Homo sapiens,31.172948887994,--->,27965096,26631403,24793009,24610422,23852617,22699877,21557918,21391350,21195129,20734064,20450755,20200332,19300392,18725155,18499961,18490834,18191841,16798289,16764871,16409859,16391898,16116976,15793791,15613430,15159300,15126571,15054879,14644808,12517592,11238527,9147642,
